year,month,EDACaP010101,EDACaP010102,EDACaP010103,EDACaP010104,EDACaP010105,EDACaP010106,EDACaP010201,EDACaP010202,EDACaP010203,EDACaP010204,EDACaP010205,EDACaP010206,EDACaP010207,EDACaP010208,EDACaP010209,EDACaP010210,EDACaP010301,EDACaP010302,EDACaP010303,EDACaP010304,EDACaP010305,EDACaP010306,EDACaP010307,EDACaP010401,EDACaP010402,EDACaP010403,EDACaP010404,EDACaP010405,EDACaP010406,EDACaP010407,EDACaP010408,EDACaP010501,EDACaP010502,EDACaP010503,EDACaP020101,EDACaP0201011,EDACaP020102,EDACaP020103,EDACaP020104,EDACaP020105,EDACaP0201051,EDACaP020106,EDACaP020201,EDACaP020202,EDACaP020203,EDACaP020204,EDACaP020205,EDACaP020206,EDACaP020207,EDACaP0202071,EDACaP020301,EDACaP020302,EDACaP020303,EDACaP020304,EDACaP020305,EDACaP020306,EDACaP020401,EDACaP020402,EDACaP020403,EDACaP020404,EDACaP020405,EDACaP020501,EDACaP020502,EDACaP020503,EDACaP020504,EDACaP020505,EDACaP030101,EDACaP030102,EDACaP030103,EDACaP030104,EDACaP030105,EDACaP030106,EDACaP030107,EDACaP030108,EDACaP030109,EDACaP030110,EDACaP030111,EDACaP030112,EDACaP030113,EDACaP030114,EDACaP030115,EDACaP030116,EDACaP030117,EDACaP030119,EDACaP030120,EDACaP030121,EDACaP030201,EDACaP030202,EDACaP030203,EDACaP030204,EDACaP030205,EDACaP030206,EDACaP030207,EDACaP030208,EDACaP030209,EDACaP030211,EDACaP030301,EDACaP030302,EDACaP030303,EDACaP030304,EDACaP030305,EDACaP030306,EDACaP030307,EDACaP030308,EDACaP030310,EDACaP030311,EDACaP030401,EDACaP030402,EDACaP030403,EDACaP030404,EDACaP030405,EDACaP030406,EDACaP030407,EDACaP030408,EDACaP030409,EDACaP030410,EDACaP030411,EDACaP030412,EDACaP030413,EDACaP030414,EDACaP030415,EDACaP030416,EDACaP030419,EDACaP030420,EDACaP030501,EDACaP030502,EDACaP030503,EDACaP030504,EDACaP030505,EDACaP030506,EDACaP030507,EDACaP030508,EDACaP030509,EDACaP030510,EDACaP030511,EDACaP030512,EDACaP030513,EDACaP030514,EDACaP030515,EDACaP030516,EDACaP030517,EDACaP030518,EDACaP030519,EDACaP030521,EDACaP030522,EDACaP030523,EDACaP030601,EDACaP030602,EDACaP030603,EDACaP030604,EDACaP030605,EDACaP030606,EDACaP030607,EDACaP030608,EDACaP030609,EDACaP030610,EDACaP030611,EDACaP030612,EDACaP030613,EDACaP030614,EDACaP030616,EDACaP030617,EDACaP030618,EDACaP030701,EDACaP030702,EDACaP030703,EDACaP030704,EDACaP030705,EDACaP030706,EDACaP030707,EDACaP030708,EDACaP030709,EDACaP030710,EDACaP030711,EDACaP030713,EDACaP030801,EDACaP030802,EDACaP030803,EDACaP030804,EDACaP030805,EDACaP030806,EDACaP030901,EDACaP030902,EDACaP030903,EDACaP030904,EDACaP030905,EDACaP030906,EDACaP030907,EDACaP031001,EDACaP031002,EDACaP031003,EDACaP031004,EDACaP031005,EDACaP031101,EDACaP031201,EDACaP040101,EDACaP040102,EDACaP040103,EDACaP040104,EDACaP040105,EDACaP040106,EDACaP040107,EDACaP040108,EDACaP040109,EDACaP040110,EDACaP040111,EDACaP040112,EDACaP040113,EDACaP040114,EDACaP040115,EDACaP040116,EDACaP040117,EDACaP040118,EDACaP040119,EDACaP040201,EDACaP040202,EDACaP040203,EDACaP040204,EDACaP040205,EDACaP040206,EDACaP040207,EDACaP040208,EDACaP040209,EDACaP040210,EDACaP040211,EDACaP040212,EDACaP040213,EDACaP040214,EDACaP040215,EDACaP040216
1988,1,0,0,0,0,1.27,8.94,2.73,1.99,2.39,0,0,0,2.01,1.14,0.05,3.78,1.14,6.02,1.41,1.75,0,0.01,6.31,6.12,0.69,3.93,6.48,6.48,16.21,19.25,6.9,0.38,2.04,0.47,6.4,16.63,6.69,4.18,4.72,8.71,14.28,12.7,19.41,6.31,9.78,15.5,0,16.05,0,9.45,22.06,24.78,12.5,16.74,13.73,12.43,18.35,16.11,21.62,23,23.24,16.57,13.23,16.58,15.93,13.73,2.27,8.29,3.29,0,1.04,0,0.47,0,0,1.37,0.78,0,0,0,0,0.9,1.27,8.29,0.59,0,0.09,1.88,0.89,2.17,9.48,9.58,9.03,6.44,0,2.65,9.37,18.35,13.02,11.36,9.4,9.4,18.61,22.43,14.14,10.12,11.89,12.99,15.58,16.16,20.94,26.94,24.24,15.9,14.81,12.84,11.89,12.05,13.96,23.88,18.36,12.05,11.3,18.36,14.69,13.72,15.27,13.97,21.84,17.92,19.96,17.75,18.68,12.46,12.34,12.46,7.64,9.84,12.43,7.64,10.81,9.03,9.01,18.41,18.68,13.97,10.31,9.94,10.09,10.37,10.61,10.61,12.81,6.79,10.92,8.17,8.17,8.84,4.17,9.07,12.81,8.84,7.18,3.5,3.74,7.18,5.78,14.31,9.37,10.31,8.12,8.12,9.12,3.54,3.19,9.66,10.31,8.08,9.94,6.55,4.3,10.51,19.87,19.87,11.41,10.51,0,14.31,20.43,21.35,13.85,15.93,19.66,0.78,20.43,4.54,4.75,6.71,5.5,4.75,6.13,7.53,4.6,6.49,4.6,5.31,9.56,5.5,12.29,9.95,5.72,5.5,12.29,7.53,2,4.3,8.25,4.46,17.78,11.25,10.97,14.5,14.5,8.4,8.4,13.52,6.72,20.67,20.67,15.21
1988,2,0,0.45,1.73,1.73,0,10.03,14.79,15.23,10.74,4,4,2.26,6.87,4.44,2.93,14.45,21.01,19.97,14.59,18.52,13.66,12.66,14.4,34.57,19.73,36.38,45.35,45.35,46.96,63.12,42.49,0,0,0.78,14.96,24.94,11.88,13.82,17.72,24.59,65.94,55.35,54.36,14.4,42.26,63.8,0,30.88,0,13.48,71.42,48.17,61.61,85.9,88.37,61.21,41.06,69.31,58.82,67.87,71.88,78.57,89.61,78.47,85.69,88.37,8.4,23.61,19.81,4.48,0,0,0.78,2.58,6.63,6.97,5.35,1.54,0.34,0.23,9.83,9.12,22.3,23.61,1.5,12.9,25.91,4.89,13.46,27.42,39.76,47.31,39.25,31.94,12.98,25.33,45.4,65.31,49.76,39.66,44.04,44.04,57.42,86.07,43.69,48.22,56.05,56.33,59.2,61.23,82.85,103.19,110.46,68.49,84.19,47.53,56.05,27.91,36.75,49.23,44.83,27.91,40.12,44.83,31.56,44.13,39.03,31.17,69.7,53.38,85.67,74.81,70.45,86.07,61.28,86.07,42.24,46.77,61.21,30.91,34.43,24.63,41.97,45.14,70.45,31.17,30.84,34.6,37.75,34.07,40.95,40.95,35.92,20.19,24.66,17.43,17.43,21.21,16.55,30.2,35.92,21.21,29.52,15.4,16.4,29.52,20.42,36.21,29.3,30.84,22.61,22.61,28.73,15.48,22.78,21.98,42.29,34.11,54.03,29.52,16.44,35.29,49.86,49.86,38.92,35.29,6.99,36.21,102.46,128.97,94.89,85.69,89.33,6.08,102.46,10.38,14.81,15.22,15.39,14.81,14.06,14.85,11.84,8.8,11.84,8.83,21.11,15.39,29.57,25.65,11.16,15.39,29.57,14.85,10.91,14.97,22.79,11.66,45.69,16.38,20.38,25.38,25.38,13.43,13.43,21.21,11.56,32.94,32.94,39.58
1988,3,4.93,5.66,4.2,4.2,0,9.32,11.48,13.89,8.01,6.79,6.79,6.51,5.49,8.97,7.31,8.2,11.22,17.95,12.34,9.85,7.94,9.63,8.94,5.41,5.35,7.21,9.05,9.05,11,10.35,11.06,0,0.2,1.9,0,6.67,6.45,7.4,9.35,0.82,7.63,7.09,7.1,8.94,6.5,6.74,0,10.12,0,7,16.11,21.27,5.97,13.83,7.39,20.54,5.62,8.52,9.1,9.36,9.73,10.15,12.7,13.08,18,7.39,5.35,25.9,20.88,5.69,0.46,0,1.9,0.22,3.9,4.03,2.23,0.51,0,0,0.34,0.43,4.3,25.9,1.31,4.32,9.26,0.47,4.31,12.4,13.61,15.07,13.37,12.89,6.27,10.07,12.31,13.38,16.51,13.04,25.59,25.59,23.39,17.17,14.74,21.15,29.34,40.73,38.22,30.73,38.81,25.29,25.48,34.47,46.58,47.14,29.34,19.9,29.26,21.47,29.02,19.9,20.44,29.02,19.35,22.97,23.57,20.26,28.24,34.77,33.42,27.53,21.62,22.07,22.31,22.07,21.21,22.55,20.54,19.81,18.47,14.52,26.57,20.61,21.62,20.26,13.18,13.49,14.64,13.77,15.4,15.4,25.1,17.92,19.4,15.48,15.48,14.92,10.35,16.17,25.1,14.92,11.53,6.97,4.36,11.53,10.04,23.82,15.26,13.18,12.09,12.09,16.26,10.6,13.35,13.2,8.91,13.98,12.76,8.76,16.74,19.52,29.02,29.02,19.43,19.52,0.71,23.82,32.51,20.71,11.3,18,24.01,4.07,32.51,18.94,23.86,23.17,27.47,23.86,24.08,24.54,21.3,18.06,21.3,19.48,22.51,27.47,27.69,29.72,25.26,27.47,27.69,24.54,24.29,17.08,23.76,22.79,33.23,33.28,19.73,24.17,24.17,33.63,33.63,45.9,20.69,47.52,47.52,29.14
1988,4,9.02,12.26,15.03,15.03,12.59,18.85,21.5,22.35,19.51,15.87,15.87,19.86,16.96,11.12,16.64,8.93,32.62,45.55,44.31,41.12,21.91,24.6,37.93,16.98,13.88,18.74,26.96,26.96,67.92,80.52,41.42,6.86,11.46,12.34,37.44,74.87,38.24,25.95,38.64,51.12,64.21,86.53,57.99,37.93,30.04,47.19,0,60.49,0,51.44,94.11,65.24,87.32,88.28,99.42,104.65,100.5,86.21,61.7,66.19,100.47,79.58,134.6,91.86,133.86,99.42,19.21,35.23,38.41,23.89,16.54,7.35,12.34,19.33,18.15,11.9,13.11,9.46,2.53,0.49,6.95,10.84,18.35,35.23,14.27,11.23,24.55,8.07,14.34,30.45,42.41,34.22,40.69,31.62,12.22,20.37,51.68,69.4,53.47,44.61,48.6,48.6,71.9,98.85,44.16,34.19,48.66,53.93,57.69,68.59,84.11,96.89,120.37,108.08,90.86,65.38,48.66,49.81,69.09,69.85,64.09,49.81,52.68,64.09,60.39,48.8,58.57,60.23,109.38,107.55,152.74,157.8,83.19,128.12,80,128.12,68.54,90.81,104.65,73.99,71.52,60.16,88.59,59.08,83.19,60.23,29.63,39.7,41.29,42.71,48.67,48.67,56.9,20.74,38.32,29.38,29.38,43.35,30.9,41.34,56.9,43.35,20.97,8.9,6.14,20.97,15.31,22.43,22.93,29.63,22.96,22.96,17.2,10.86,11.96,24.39,38.73,55.84,38.26,18.98,21.14,16.6,21.68,21.68,11.7,16.6,8.54,22.43,117.01,98.81,130.2,133.86,99.39,9.7,117.01,15.08,9.3,11.18,10.64,9.3,11.82,14.51,10.03,23.87,10.03,16.91,19.48,10.64,12.67,14.93,25.83,10.64,12.67,14.51,10.62,11.75,15.97,9.8,33.91,18.03,21.21,23.9,23.9,12.81,12.81,18.68,13.15,32.26,32.26,28.54
1988,5,20.07,23.88,28.25,28.25,22.44,35.85,29.83,31.42,38.66,24,24,28.91,37.35,40.74,39.19,33.76,25.5,32.72,33.39,31.67,35.09,34.36,29.72,13.3,17.65,8.77,11,11,34.09,16.89,19.93,19.56,33.62,64.14,0,0.67,0,0,0.2,3.87,12.78,9.95,2.06,29.72,17.08,7.93,0,14.96,0,6.89,8.69,13.82,7.43,11.6,9.16,20.36,3.64,10.28,4.7,10.43,10.51,11.92,11.06,10.29,16.94,9.16,52.96,64.38,79.63,76.9,73.9,61.27,64.14,59.22,72.42,56.8,68.15,67.98,69.19,83.1,67.88,38.38,35.97,64.38,65.83,70.91,35.14,27.02,36.35,40.72,37.14,29.28,31.17,38.01,46.64,37.86,29.4,16.22,17.68,23.93,21.15,21.15,27.28,21.39,19.65,23.35,24.81,24.6,22.96,27.08,21.87,23,20.08,23.22,24.17,24.67,24.81,19.65,19.25,17.22,16.77,19.65,24.71,16.77,17.31,16.32,15.84,18.98,24.84,24.18,23.87,23.86,23.8,18.08,23.65,18.08,23.97,22.36,20.36,19.57,18.32,18.21,23.99,20.4,23.8,18.98,56.94,45.67,35,27.63,32.6,32.6,50.37,59.36,43.29,36.9,36.9,33.86,32.49,19.74,50.37,33.86,49.35,61.87,56.14,49.35,58.09,125.07,79.84,56.94,67.64,67.64,97.89,98.97,69.08,24.16,24.51,28.9,22.06,19.09,36.39,99.89,168.45,168.45,149.38,99.89,92.6,125.07,22.14,18.62,10.16,16.94,19.31,51.53,22.14,145.99,152.22,306.65,284.57,152.22,228.69,263.73,201.49,219.3,201.49,240.25,278.47,284.57,297.07,280.59,264.28,284.57,297.07,263.73,176.64,163.76,185.94,211.56,119.84,231.98,163.08,156.33,156.33,221.8,221.8,267.73,175.55,231.07,231.07,152.21
1988,6,109.86,81.65,59.64,59.64,196.62,170.33,29.61,26.16,28.98,38.59,38.59,50.72,75.18,71.85,38.91,48.68,19.97,14.95,12.55,18.5,18.15,12.08,4.99,24.5,10.97,7.5,16.17,16.17,5.64,5.32,16.72,128.88,189.38,217.26,0.85,1.38,2.34,2.71,0.23,1.28,3.72,3.41,0.97,4.99,3.98,1.17,0,3.13,0,2.65,7.05,14.31,5.03,8.3,6.03,18.84,3.14,5.11,2.52,2.35,3.99,4.44,8.51,7.55,17.25,6.03,175.79,134.67,130.75,161.59,171.11,190.55,217.26,164.32,129.8,152.34,171.49,173.45,216.86,202.62,230.25,99.51,64.22,134.67,216.53,210.28,94.19,119.04,153.2,115.36,62.62,43.53,57.47,97.82,159.62,125.28,39.75,9.17,19.31,39.87,23.95,23.95,25.81,11.46,27.32,28.53,46.82,36.8,19.92,22.55,18.92,17.04,21.94,26.62,22.79,42.48,46.82,49.29,45.76,25.52,25.09,49.29,58.93,25.09,33.27,38.02,46.17,42.84,29.48,30.97,30.71,32.46,25.84,19.18,31.09,19.18,55.81,37.77,18.84,53.64,34.21,49.68,36.86,27.69,25.84,42.84,156.85,123.82,103.18,70.47,104.85,104.85,142.01,196.46,154.44,192.03,192.03,144.42,111.02,70.97,142.01,144.42,135.36,273.31,180.18,135.36,258.64,247.95,184.84,156.85,165.16,165.16,211.62,239.3,307.1,36.84,23.23,42.39,22.58,34.66,51.43,304.71,304.43,304.43,354.51,304.71,278.91,247.95,23.16,10.61,11.73,17.25,14.81,185.22,23.16,368.79,376.12,374.93,398.03,376.12,381.08,368.53,389.87,321.32,389.87,382.82,359.47,398.03,369.75,391.41,289.69,398.03,369.75,368.53,306.96,320.33,325.42,284.68,200.13,332.65,300.68,243.48,243.48,338.28,338.28,309.98,304.41,272.77,272.77,237.65
1988,7,322.54,365.81,376.2,376.2,383.59,421.28,305,279.45,334.49,308.58,308.58,336.95,358.3,399.09,403.21,375.59,231.84,207.72,250.39,242.18,300.64,298.45,200.37,381.77,355.13,306.42,373.53,373.53,302.24,238.73,372.82,249.38,386.54,457.55,80.39,71.65,46.65,59.44,54.17,97.54,215.51,194.9,135.53,200.37,218.02,180.95,0,70.94,0,64.41,121.62,115.66,113.55,177.18,151.38,265.32,147.41,200.07,143.77,175.87,205.23,204.72,211.62,160.17,233.06,151.38,461.4,457.82,457.3,411.7,393.09,286.64,457.55,406.72,435.56,532.62,418.95,382.18,298.36,303.95,406.45,555.99,468.19,457.82,409.66,366.35,557.05,581.43,592.03,601.69,436.83,376.61,431.43,468.62,483.07,483.59,377.39,266.23,339.18,365.11,423.89,423.89,412.37,274.09,392.51,431.17,494.15,520.43,392.53,393.95,369.02,341.5,366.9,476.18,411.37,595.63,494.15,457.01,506.61,426.21,532.59,457.01,464.62,532.59,431.7,413.6,374.5,410.42,402.83,501.56,330.57,294.76,382.8,307.15,396.25,307.15,313.86,283.77,265.32,268.49,217.58,257.01,376.23,399.06,382.8,410.42,502.75,513.77,490.61,437.31,496.59,496.59,549.59,364.14,408.47,376.67,376.67,430.96,416.57,418.8,549.59,430.96,413.59,475.16,439.55,413.59,445.29,400.78,420.63,502.75,403.26,403.26,351.29,278.75,456.47,372.86,372.04,449.27,383.67,354.02,395.83,411.73,407.4,407.4,407.76,411.73,397.44,400.78,358.86,300.51,213.37,233.06,244.78,479.27,358.86,389.96,416.29,395.75,347.1,416.29,376.7,304.53,349.28,296.89,349.28,313.95,225.36,347.1,300.95,272.04,245.72,347.1,300.95,304.53,294.94,316.07,352.65,324.45,304.5,389.39,303.19,302.31,302.31,367.54,367.54,327.92,316.01,333.72,333.72,294.56
1988,8,277.75,274.64,380.78,380.78,374.45,452.11,223.32,183.72,266.74,273.78,273.78,343.31,381.99,367.23,321.16,369.04,156.63,124.52,155.25,185.2,223.79,196.55,122.72,338.2,231.63,245.88,288.16,288.16,235.2,256.48,305.71,331.25,395.61,414.63,66.28,58.13,21.42,42.99,54.47,99.63,193.03,185.51,124.3,122.72,159.05,167.14,0,78.28,0,28.48,165.06,148.85,127.69,176.33,179.89,237.14,152.61,189.65,147.67,161.69,210.08,200.04,185.57,210.54,229.46,179.89,408.32,448.08,391.17,349.03,307.41,249.84,414.63,306.66,299.8,306.86,242.99,275.56,232.12,276.69,304.65,322.03,278.12,448.08,331.6,251.51,316.68,302.69,357.87,365.63,281.39,238.95,249.11,277.43,339.11,286.24,257.08,244.83,273.14,248.65,250.49,250.49,266.97,229.86,271.3,244.95,272.77,317.34,257.88,256.73,241.95,242.33,276.97,386.33,302.47,333.63,272.77,262.93,257.89,293.72,359.31,262.93,288.19,359.31,315.35,338.69,324.84,321.68,352.08,392.03,280.29,288.28,343.82,248.4,315.35,248.4,350.57,315.71,237.14,349.43,257.09,255.5,335.22,297.8,343.82,321.68,345.58,360.93,320.24,282.06,324.61,324.61,416.24,259.17,386.85,351.38,351.38,375.41,311.92,260.65,416.24,375.41,284.04,340.75,287.19,284.04,306.99,313.43,286.47,345.58,253.15,253.15,223.92,216.11,333,304.51,311.48,297.05,280.39,350.25,291.8,363.06,348.74,348.74,384.88,363.06,322.74,313.43,289.53,228.45,200.2,229.46,237.1,321.63,289.53,283.35,317.76,383.39,377.63,317.76,314.73,313.47,280.78,239.58,280.78,261.94,333.7,377.63,368.43,365.21,214.18,377.63,368.43,313.47,285.17,275.46,328.21,297.55,248.04,345.73,291.03,269.17,269.17,360.7,360.7,324.2,303.82,325.71,325.71,248.08
1988,9,123.28,98.58,98.87,98.87,153.07,151.67,39.13,22.75,49.51,76.28,76.28,86.76,110.62,82.79,51.46,48.2,12.05,14.65,16.39,14.73,33.36,32.28,17.44,38.51,43.56,46.03,72.69,72.69,68.12,65.43,95.59,176.51,248.75,290.27,14.29,52.53,99.51,49.56,29.09,25.67,57.72,62.46,7.92,17.44,17.84,12.37,0,3.85,0,75.21,52.4,76.32,82.12,61.47,60.02,117.45,56.18,72.24,43.86,28.55,48.17,84.67,92.65,86.35,110.59,60.02,159.6,138.31,120.79,135.23,162.92,198.41,290.27,171.66,104.44,71.97,71.83,160.58,195.96,245.96,216.32,65.17,66.16,138.31,237.07,173.38,95.27,91.3,149.91,143.64,129.08,134.17,163.81,158.91,229.58,209.05,84.42,82.21,114.81,88.59,147.4,147.4,174.48,87.88,118.15,145.7,180.18,228.44,156.04,160.42,144.75,117.83,144.48,182.29,195.65,188.26,180.18,160.38,135.64,131,142.58,160.38,185.83,142.58,145.37,153.05,147.5,164.94,185.09,191.88,157.57,164.26,136.7,136.32,185.33,136.32,162.14,159.18,117.45,161.84,131.88,178.39,189.5,132.63,136.7,164.94,231.99,237.54,215.41,186.24,215.71,215.71,263.2,239.12,247.23,281.41,281.41,255.23,189.46,178.26,263.2,255.23,194.13,226.63,148.72,194.13,219.86,212.9,182.54,231.99,174.07,174.07,171.57,224.53,260.87,45.31,69.29,84.73,88.79,39.95,72.98,257.83,270.98,270.98,339.11,257.83,244.08,212.9,139.11,107.21,98.16,110.59,104.4,194.14,139.11,346.28,422.08,391.45,386.79,422.08,396.33,369.9,372.82,253.99,372.82,342.26,338.84,386.79,336.98,358.09,219.76,386.79,336.98,369.9,343.52,286.33,383.26,353.95,181.63,333.55,288.53,229.68,229.68,346.88,346.88,348.07,324.03,349.89,349.89,210.83
1988,10,42.44,40.74,41.07,41.07,69.16,69.58,26.13,17.04,12.1,36.14,36.14,41.73,40.62,18.58,8.27,12.35,10.03,13.85,15.28,11.71,11.5,16.16,17.2,4.72,7.03,7.3,14.43,14.43,18.25,20.48,21.89,60.64,96.27,154.27,0.02,4.16,0.44,3.59,0,0,5.83,8,2.86,17.2,7.48,3.48,0,9.87,0,7.03,8.7,12.81,4.69,7.4,7.27,10.41,1.25,10.54,6.01,5.52,15.95,5.84,7.89,5.95,13.21,7.27,86.01,65.26,75.1,87.33,105.24,108.44,154.27,143.64,67.97,77.55,69.47,195.28,145.51,132.49,175.85,82.1,31.2,65.26,151.95,135.93,61.99,93.53,94.92,68.88,40.04,36.12,53.36,93.18,126.06,102.12,20.73,31.32,35,22.54,25.34,25.34,39.5,22.88,22.76,18.5,23.07,26.59,26.1,28.49,37.04,24.28,24.94,33.68,37.6,33.82,23.07,35.38,33.38,22.98,19.08,35.38,48.29,19.08,18.12,16.28,8.38,12.06,27.55,28.36,20.43,24.58,22.68,13.07,20.74,13.07,14.09,13.94,10.41,14.69,15.08,17.18,18.03,20.62,22.68,12.06,104.64,94.58,87.52,71.57,72.67,72.67,90.02,87.09,101.1,67.52,67.52,69.57,41.29,35.64,90.02,69.57,136.55,156.65,120.5,136.55,165.85,163.54,125.07,104.64,104.3,104.3,135.67,135.92,143.83,20.42,12.86,22.22,17.46,9,33.52,158.37,193.68,193.68,221.58,158.37,186,163.54,19.91,11.85,10.5,13.21,11.6,146.84,19.91,173.55,178.08,223.11,169.91,178.08,208.14,193.1,191.27,165.34,191.27,172.66,263.43,169.91,228.52,231.1,174.37,169.91,228.52,193.1,173.8,203.87,190.03,181.56,132.11,210.89,131.65,141.57,141.57,209,209,207.03,160.78,169.92,169.92,160.27
1988,11,8.08,12.22,10.74,10.74,6.02,7.57,9.34,11.55,8.82,4.66,4.66,9.44,8.04,4.02,3.84,3.44,14.12,13.44,12.09,14.7,9.81,8.95,10.87,5.65,2.77,1.75,4,4,8.35,7.48,7.94,2.12,5.22,7.92,0,6.72,6.99,6.05,7.55,3.64,9.06,7.49,7.86,10.87,7.9,8.12,0,14.43,0,8.03,1.26,0,6.7,2.05,5.96,5.8,7.22,7.85,6.94,7.6,9.5,8.55,5.07,7.36,7.53,5.96,7.77,12.1,14.15,9.78,7.54,0.22,7.92,8.12,10.24,13.99,13.38,5.82,0.21,0,6.33,10.14,9.03,12.1,8.85,12.02,8.93,10.24,12.37,11.37,10.64,9.44,9.02,10.08,12.48,15.19,7.8,7.98,7.34,8.12,6.92,6.92,8.44,7.9,6.6,7.75,7.12,4.44,6.98,7.89,7.87,7.72,7.42,5.29,5.81,0.84,7.12,6.94,6.65,4.92,1.25,6.94,7.5,1.25,4.74,5.47,4.02,2.07,7.2,6.03,8.42,8.01,6.47,5.64,5.7,5.64,3.18,5.78,5.8,4.1,5.6,1.02,3.41,6.36,6.47,2.07,12.21,8.43,5.89,6.69,1.06,1.06,1.49,10.53,6.8,9.09,9.09,6.3,5.41,5.4,1.49,6.3,16.16,12.85,17.24,16.16,14.97,12.16,13,12.21,9.15,9.15,10.48,12.73,20.31,7.68,6.44,7.64,6.7,6.96,8.16,25.7,13.41,13.41,12.29,25.7,6.76,12.16,8.66,8.88,6.56,7.53,7.78,14.34,8.66,7.91,8.02,13.86,11.79,8.02,9.64,14.12,10.83,11.93,10.83,11.47,16.09,11.79,16.76,15.61,22.65,11.79,16.76,14.12,13.75,11.88,11.3,12.36,9.81,23,16.01,18.2,18.2,17.96,17.96,13.78,17.14,9.44,9.44,13.94
1988,12,0,0,0,0,0,7.14,0,2.01,1.12,0,0,0.2,1.36,2.94,0.84,4.76,8.65,11.79,9.55,7.19,3.43,3.11,10.42,5.51,1.55,0.42,1.28,1.28,7.43,6.65,1.87,0,0,0,0,3.99,0,0.21,0,0,7.17,7.1,8.1,10.42,8.34,8.72,0,19.75,0,0,0,7.35,1.03,0,2.47,0.45,6.06,7.43,6.9,7.34,8.65,6.63,0,5.99,6.41,2.47,1.09,14.37,9.32,0.64,0,0,0,0,0,0,0.62,0,0,0,0,0,0.82,14.37,0,0,5.59,0.2,3.76,8.84,8.26,6.35,7,7.16,1.51,5.99,5.18,6.31,4.5,2.95,4.79,4.79,7.82,8.21,4.25,6.21,6.35,7.16,5.72,6.57,9.2,9.64,10.86,8.41,10.43,6.89,6.35,2.64,1.48,1.39,1.29,2.64,6.94,1.29,0,0,0,1.24,6.06,7.05,7.34,4.66,5.54,0.21,3.84,0.21,0.85,1.27,0.45,0.65,0.43,0,1.91,1.09,5.54,1.24,7.91,8,7.28,6.58,6.8,6.8,9.21,0.62,7.09,2.92,2.92,3.7,0.86,1.48,9.21,3.7,5.41,0,1.52,5.41,4.83,13.78,7.79,7.91,7.43,7.43,10.66,6.85,4.18,5.68,0,3.58,0,6.18,3.33,8.73,13.71,13.71,8.39,8.73,0,13.78,8.61,8.03,0,6.41,7.43,0.54,8.61,0.21,0,2.54,1.59,0,0,1.02,1.01,0,1.01,0,4.57,1.59,2.81,5.66,0,1.59,2.81,1.02,1.07,5.89,5.32,2.92,6.37,6.27,4.2,5.84,5.84,4.6,4.6,10.97,0.41,7.48,7.48,5.6
1989,1,0,0,0,0,3.6,11.72,4.21,4.93,5.03,0,0,0,2.65,2.87,0.2,6.04,4.47,9.89,3.2,4.21,0.47,0,9.51,8.25,1.92,7.44,8.64,8.64,19.11,20.09,8.19,0,0,0,5.77,18.12,6.91,3.93,4.61,8.86,15.65,13.14,24.86,9.51,13.65,20.41,0,24.78,0,11.92,10.29,5.91,11.2,11.13,12.04,11.68,18.69,17.06,24.01,26.73,23.12,17.71,11.95,16.02,15.81,12.04,3.88,10.38,4.49,1.06,0.2,0,0,0,0.4,0.28,0.24,0,0,0,0,0,4.09,10.38,0,0,1.91,0.2,0,5.8,12.25,11.48,11.2,8.19,0.2,5.72,11.39,18.06,12.84,12.79,8.87,8.87,17.9,27.21,14.08,11.09,13.71,14.94,17.69,16.24,27.3,35.12,30.53,18.9,18.77,14.92,13.71,12.63,14.76,18.99,16.06,12.63,12.28,16.06,13.7,13.73,16.33,13.74,20.94,18.1,20.35,16.43,19.4,13.7,14.7,13.7,9.87,8.41,11.68,8.62,6.51,7.28,10.78,18.67,19.4,13.74,8.95,9.36,10.22,10.97,10.16,10.16,11.61,3.53,8.95,6.05,6.05,8.14,3.95,9.27,11.61,8.14,6.6,0.66,2.56,6.6,1.04,10.35,7.28,8.95,5.52,5.52,5.76,0.23,0.22,11.56,11.67,9.59,10.04,8.39,5.62,7.03,13.73,13.73,8.21,7.03,0,10.35,23.66,24.27,12.28,15.81,20.8,0.46,23.66,0,0,0.43,0,0,0,1.94,0,0.21,0,0,4.9,0,5.97,5.16,0,0,5.97,1.94,0.2,0.64,1.98,1.66,10.91,2.72,4.03,7.45,7.45,0.41,0.41,4.62,0,8.81,8.81,7.91
